order_id,customer_id,order_date,product_category,price,quantity,payment_method,region,revenue
11437,3926,2024-01-01,Clothing,362.58,2,E-Wallet,Sulawesi,725.16
11438,2352,2024-05-05,Electronics,118.32,4,Credit Card,Kalimantan,473.28
11439,4186,2024-05-18,Sports,386.14,1,Credit Card,Kalimantan,386.14
11440,4347,2024-04-07,Electronics,453.43,2,Credit Card,Sulawesi,906.86
11441,4559,2024-09-05,Electronics,173.72,3,Credit Card,Java,521.16
11442,1280,2024-07-11,Sports,397.97,1,Bank Transfer,Java,397.97
11443,2298,2024-05-30,Books,217.23,4,E-Wallet,Kalimantan,868.92
11444,1772,2024-12-25,Sports,387.25,3,E-Wallet,Java,1161.75
11445,3890,2024-11-07,Sports,156.83,1,E-Wallet,Java,156.83
11446,3766,2024-06-12,Home,466.09,4,E-Wallet,Kalimantan,1864.36
11447,4967,2024-10-06,Books,493.67,1,Bank Transfer,Java,493.67
11448,1327,2024-09-10,Clothing,196.15,1,Bank Transfer,Java,196.15
11449,3258,2024-04-01,Books,103.47,3,Credit Card,Sulawesi,310.40999999999997
11450,3774,2024-03-13,Electronics,344.24,4,E-Wallet,Java,1376.96
11451,1922,2024-06-02,Sports,293.88,2,E-Wallet,Java,587.76
11452,1551,2024-04-09,Home,495.78,3,Bank Transfer,Kalimantan,1487.34
11453,3073,2024-02-06,Home,406.74,3,E-Wallet,Sumatra,1220.22
11454,3074,2024-02-04,Sports,418.38,4,Credit Card,Java,1673.52
11455,1701,2024-10-11,Sports,364.61,2,E-Wallet,Sulawesi,729.22
11456,4154,2024-04-25,Books,178.64,2,Credit Card,Kalimantan,357.28
11457,2919,2024-08-23,Electronics,468.24,2,Credit Card,Bali,936.48
11458,3729,2024-03-13,Electronics,235.51,2,Bank Transfer,Sumatra,471.02
11459,3460,2024-11-21,Electronics,202.72,4,E-Wallet,Sumatra,810.88
11460,1166,2024-05-01,Electronics,101.15,4,E-Wallet,Bali,404.6
11461,4771,2024-12-20,Clothing,155.46,2,Credit Card,Kalimantan,310.92
11462,1168,2024-09-27,Sports,6.12,2,Credit Card,Bali,12.24
11463,4872,2024-04-14,Clothing,331.65,2,E-Wallet,Sumatra,663.3
11464,1228,2024-05-24,Sports,304.71,4,E-Wallet,Kalimantan,1218.84
11465,3002,2024-12-20,Clothing,204.5,1,Bank Transfer,Bali,204.5
11466,4680,2024-10-07,Home,483.72,1,Credit Card,Sulawesi,483.72
11467,1366,2024-05-31,Electronics,348.09,4,E-Wallet,Java,1392.36
11468,1527,2024-10-09,Sports,125.14,1,E-Wallet,Sumatra,125.14
11469,1790,2024-10-03,Sports,192.46,3,Bank Transfer,Bali,577.38
11470,4718,2024-10-09,Clothing,260.32,3,Credit Card,Kalimantan,780.96
11471,4609,2024-07-25,Clothing,274.95,3,Bank Transfer,Sumatra,824.8499999999999
11472,4935,2024-01-04,Electronics,141.44,3,Bank Transfer,Kalimantan,424.32
11473,1523,2024-07-24,Sports,128.47,3,E-Wallet,Sulawesi,385.40999999999997
11474,2095,2024-04-17,Sports,153.21,1,E-Wallet,Sumatra,153.21
11475,2668,2024-09-29,Home,481.86,1,E-Wallet,Java,481.86
11476,3153,2024-09-26,Electronics,182.96,4,E-Wallet,Java,731.84
11477,3779,2024-07-30,Electronics,190.2,2,Credit Card,Bali,380.4
11478,2908,2024-10-04,Electronics,361.52,1,Credit Card,Sumatra,361.52
11479,4012,2024-04-25,Electronics,85.57,4,Credit Card,Sulawesi,342.28
11480,4760,2024-02-15,Electronics,323.37,3,Credit Card,Sulawesi,970.11
11481,2305,2024-04-03,Electronics,334.73,4,E-Wallet,Sumatra,1338.92
11482,1132,2024-10-14,Home,36.93,4,E-Wallet,Bali,147.72
11483,3581,2024-04-14,Clothing,99.02,3,Credit Card,Sumatra,297.06
11484,4022,2024-12-22,Clothing,235.91,3,Bank Transfer,Bali,707.73
11485,3316,2024-05-01,Home,418.53,4,Credit Card,Java,1674.12
11486,4483,2024-02-07,Home,367.51,3,Bank Transfer,Bali,1102.53
11487,3720,2024-06-03,Home,437.36,4,Credit Card,Sumatra,1749.44
11488,2642,2024-04-30,Clothing,426.25,1,Credit Card,Bali,426.25
11489,3838,2024-01-26,Sports,258.19,4,Bank Transfer,Sulawesi,1032.76
11490,2888,2024-09-27,Books,313.03,1,Credit Card,Sulawesi,313.03
11491,2770,2024-04-22,Clothing,460.8,1,Bank Transfer,Kalimantan,460.8
11492,1017,2024-03-30,Electronics,371.83,2,Bank Transfer,Sumatra,743.66
11493,2777,2024-11-14,Books,182.15,4,Credit Card,Bali,728.6
11494,1116,2024-12-23,Books,178.43,1,Credit Card,Sulawesi,178.43
11495,1797,2024-08-28,Electronics,186.48,4,E-Wallet,Sumatra,745.92
11496,4865,2024-03-18,Electronics,250.13,4,E-Wallet,Sumatra,1000.52
11497,4215,2024-08-24,Sports,184.43,3,Bank Transfer,Kalimantan,553.29
11498,4788,2024-03-06,Clothing,97.82,4,E-Wallet,Kalimantan,391.28
11499,3598,2024-07-24,Books,299.48,2,E-Wallet,Kalimantan,598.96
11500,3976,2024-06-11,Electronics,435.26,3,Credit Card,Kalimantan,1305.78
11501,4737,2024-07-27,Books,248.81,3,Bank Transfer,Java,746.4300000000001
11502,2711,2024-04-14,Electronics,113.48,1,Credit Card,Sumatra,113.48
11503,1752,2024-10-16,Clothing,407.46,2,E-Wallet,Kalimantan,814.92
11504,3469,2024-03-07,Books,379.09,2,Credit Card,Sulawesi,758.18
11505,4969,2024-12-31,Electronics,351.61,4,Credit Card,Bali,1406.44
11506,2392,2024-07-03,Electronics,338.99,1,Credit Card,Kalimantan,338.99
11507,3693,2024-08-01,Books,392.23,2,Credit Card,Sulawesi,784.46
11508,3605,2024-12-11,Electronics,415.98,4,Bank Transfer,Java,1663.92
11509,3097,2024-08-12,Electronics,449.61,1,E-Wallet,Kalimantan,449.61
11510,1677,2024-07-02,Clothing,306.92,1,Credit Card,Kalimantan,306.92
11511,1105,2024-01-14,Home,199.83,3,E-Wallet,Sumatra,599.49
11512,4287,2024-12-24,Sports,49.5,4,Credit Card,Sulawesi,198.0
11513,1657,2024-08-13,Books,362.6,3,Credit Card,Java,1087.8000000000002
11514,2946,2024-10-01,Home,74.9,3,Credit Card,Bali,224.70000000000002
11515,2448,2024-07-26,Clothing,434.92,3,Credit Card,Sulawesi,1304.76
11516,2095,2024-06-11,Clothing,205.91,1,Bank Transfer,Kalimantan,205.91
11517,1987,2024-12-11,Sports,438.69,4,E-Wallet,Java,1754.76
11518,3889,2024-01-25,Sports,261.64,3,Credit Card,Sulawesi,784.92
11519,2808,2024-03-01,Books,229.47,3,E-Wallet,Kalimantan,688.41
11520,2782,2024-02-10,Books,184.97,3,Bank Transfer,Java,554.91
11521,1445,2024-11-05,Clothing,35.37,1,Credit Card,Java,35.37
11522,2948,2024-12-08,Home,10.71,2,Credit Card,Sulawesi,21.42
11523,4257,2024-12-21,Home,256.8,1,E-Wallet,Java,256.8
11524,3117,2024-12-16,Electronics,451.05,1,E-Wallet,Bali,451.05
11525,2997,2024-03-01,Electronics,295.12,4,E-Wallet,Sulawesi,1180.48
11526,3197,2024-09-17,Books,431.88,3,E-Wallet,Bali,1295.6399999999999
11527,4317,2024-05-01,Home,499.88,1,Credit Card,Java,499.88
11528,1773,2024-08-30,Home,93.42,3,E-Wallet,Sumatra,280.26
11529,2561,2024-03-19,Home,331.49,2,Bank Transfer,Sumatra,662.98
11530,2675,2024-11-12,Sports,211.37,2,Bank Transfer,Java,422.74
11531,2122,2024-06-03,Electronics,108.36,1,Bank Transfer,Bali,108.36
11532,4981,2024-11-01,Home,124.25,4,Bank Transfer,Bali,497.0
11533,2301,2024-11-12,Clothing,126.1,2,Bank Transfer,Bali,252.2
11534,2586,2024-01-24,Books,366.18,2,Credit Card,Sumatra,732.36
11535,2686,2024-09-09,Home,180.73,1,E-Wallet,Sumatra,180.73
11536,1943,2024-02-05,Books,131.59,1,Credit Card,Bali,131.59
11537,1454,2024-04-22,Clothing,443.55,4,E-Wallet,Kalimantan,1774.2
11538,2127,2024-01-21,Books,22.0,3,Bank Transfer,Kalimantan,66.0
11539,1945,2024-03-22,Books,369.13,2,E-Wallet,Sulawesi,738.26
11540,1600,2024-03-07,Home,480.48,3,Credit Card,Sumatra,1441.44
11541,3700,2024-04-20,Clothing,314.69,4,Bank Transfer,Sulawesi,1258.76
11542,1724,2024-12-26,Clothing,276.34,4,Credit Card,Sumatra,1105.36
11543,3280,2024-02-08,Sports,35.42,2,Bank Transfer,Java,70.84
11544,2417,2024-07-21,Home,253.96,3,Credit Card,Bali,761.88
11545,2524,2024-09-29,Clothing,183.9,3,Credit Card,Kalimantan,551.7
11546,4766,2024-04-15,Home,390.16,1,Credit Card,Bali,390.16
11547,1250,2024-04-13,Sports,406.83,1,Bank Transfer,Sumatra,406.83
11548,2544,2024-02-15,Electronics,87.96,1,Bank Transfer,Java,87.96
11549,1078,2024-09-27,Electronics,263.51,3,E-Wallet,Bali,790.53
11550,4123,2024-01-18,Electronics,430.67,1,Bank Transfer,Sumatra,430.67
11551,1897,2024-06-08,Electronics,314.14,4,E-Wallet,Sumatra,1256.56
11552,3968,2024-02-08,Clothing,243.08,3,E-Wallet,Bali,729.24
11553,1780,2024-09-18,Sports,449.54,1,E-Wallet,Java,449.54
11554,1225,2024-05-15,Clothing,483.41,2,Bank Transfer,Sulawesi,966.82
11555,2074,2024-01-18,Electronics,121.46,1,Bank Transfer,Kalimantan,121.46
11556,2209,2024-12-14,Clothing,95.48,3,E-Wallet,Sulawesi,286.44
11557,2057,2024-11-14,Books,433.09,4,Bank Transfer,Sumatra,1732.36
11558,1802,2024-04-28,Clothing,125.26,1,Credit Card,Bali,125.26
11559,1741,2024-12-24,Books,424.68,2,Credit Card,Kalimantan,849.36
11560,3178,2024-07-29,Electronics,154.09,1,E-Wallet,Java,154.09
11561,4070,2024-08-07,Electronics,14.5,1,Credit Card,Bali,14.5
11562,3679,2024-12-26,Sports,213.86,1,Credit Card,Java,213.86
11563,4514,2024-02-21,Home,24.98,4,E-Wallet,Kalimantan,99.92
11564,3885,2024-02-06,Sports,107.96,4,E-Wallet,Kalimantan,431.84
11565,3806,2024-01-29,Books,242.28,2,Bank Transfer,Sulawesi,484.56
11566,4503,2024-12-08,Clothing,24.06,3,E-Wallet,Sulawesi,72.17999999999999
11567,1703,2024-05-30,Home,21.44,2,E-Wallet,Bali,42.88
11568,3544,2024-08-24,Home,81.8,1,E-Wallet,Java,81.8
11569,2426,2024-06-17,Books,234.06,3,E-Wallet,Sulawesi,702.1800000000001
11570,3370,2024-02-28,Clothing,487.14,4,Bank Transfer,Java,1948.56
11571,4281,2024-07-10,Electronics,51.24,4,Credit Card,Sulawesi,204.96
11572,1614,2024-12-23,Home,312.87,4,E-Wallet,Kalimantan,1251.48
11573,1328,2024-08-20,Books,251.05,4,Credit Card,Sulawesi,1004.2
11574,2395,2024-02-04,Electronics,34.78,4,E-Wallet,Sumatra,139.12
11575,2483,2024-05-08,Electronics,21.9,3,Credit Card,Sulawesi,65.69999999999999
11576,1132,2024-06-02,Clothing,114.81,1,E-Wallet,Bali,114.81
11577,1834,2024-01-25,Sports,343.95,1,Bank Transfer,Kalimantan,343.95
11578,3698,2024-04-02,Clothing,481.38,3,E-Wallet,Sumatra,1444.1399999999999
11579,1120,2024-09-17,Electronics,280.26,1,Credit Card,Bali,280.26
11580,3653,2024-11-06,Home,27.66,4,E-Wallet,Sulawesi,110.64
11581,2475,2024-07-07,Electronics,132.7,4,Credit Card,Bali,530.8
11582,1964,2024-09-22,Electronics,471.45,1,Credit Card,Java,471.45
11583,1128,2024-11-02,Clothing,11.2,2,Bank Transfer,Java,22.4
11584,4162,2024-05-13,Clothing,303.11,1,E-Wallet,Bali,303.11
11585,4675,2024-07-05,Clothing,93.56,2,Credit Card,Java,187.12
11586,2598,2024-10-28,Electronics,37.77,1,Credit Card,Kalimantan,37.77
11587,3076,2024-04-20,Clothing,130.95,3,E-Wallet,Kalimantan,392.84999999999997
11588,3769,2024-05-24,Sports,468.81,3,E-Wallet,Kalimantan,1406.43
11589,2547,2024-06-03,Clothing,382.07,3,Credit Card,Sumatra,1146.21
11590,1332,2024-04-27,Home,89.75,4,Bank Transfer,Bali,359.0
11591,4368,2024-06-25,Electronics,37.52,1,Bank Transfer,Bali,37.52
11592,2153,2024-06-01,Electronics,249.11,1,Bank Transfer,Java,249.11
11593,2316,2024-04-02,Books,31.07,1,Bank Transfer,Java,31.07
11594,2196,2024-01-11,Clothing,205.01,3,Bank Transfer,Java,615.03
11595,4791,2024-07-18,Clothing,401.12,3,Bank Transfer,Sulawesi,1203.3600000000001
11596,3991,2024-05-25,Books,252.83,2,Bank Transfer,Java,505.66
11597,4095,2024-12-28,Sports,448.94,2,Bank Transfer,Bali,897.88
11598,4170,2024-07-26,Sports,396.67,3,Credit Card,Sulawesi,1190.01
11599,2429,2024-07-19,Home,279.86,1,Credit Card,Sulawesi,279.86
11600,1355,2024-02-28,Electronics,396.25,1,E-Wallet,Sulawesi,396.25
11601,1138,2024-04-06,Books,51.96,3,Credit Card,Java,155.88
11602,2526,2024-03-31,Books,104.67,3,Bank Transfer,Kalimantan,314.01
11603,4897,2024-05-22,Electronics,351.71,1,Bank Transfer,Kalimantan,351.71
11604,2197,2024-11-30,Sports,7.83,3,Bank Transfer,Java,23.490000000000002
11605,1028,2024-08-05,Clothing,7.32,4,Credit Card,Kalimantan,29.28
11606,1930,2024-01-11,Home,193.27,1,Bank Transfer,Sumatra,193.27
11607,3543,2024-04-09,Electronics,434.2,1,Bank Transfer,Bali,434.2
11608,2013,2024-12-19,Home,490.52,3,E-Wallet,Sulawesi,1471.56
11609,3702,2024-02-14,Electronics,326.67,1,Bank Transfer,Sumatra,326.67
11610,1827,2024-07-06,Home,475.39,4,Bank Transfer,Sulawesi,1901.56
11611,1350,2024-03-05,Electronics,424.6,1,Credit Card,Sumatra,424.6
11612,3601,2024-02-21,Clothing,104.73,3,Bank Transfer,Sumatra,314.19
11613,3024,2024-03-05,Home,204.96,3,Credit Card,Java,614.88
11614,1298,2024-09-11,Books,313.77,1,Credit Card,Kalimantan,313.77
11615,2743,2024-08-07,Electronics,79.9,1,Bank Transfer,Sulawesi,79.9
11616,2865,2024-06-17,Books,159.99,2,Credit Card,Java,319.98
11617,2215,2024-11-25,Clothing,379.41,2,Bank Transfer,Java,758.82
11618,2695,2024-08-13,Sports,175.61,4,E-Wallet,Java,702.44
11619,3111,2024-05-18,Home,463.34,3,Credit Card,Sumatra,1390.02
11620,1754,2024-08-15,Books,206.35,3,Credit Card,Sumatra,619.05
11621,1769,2024-05-18,Home,113.78,3,Credit Card,Kalimantan,341.34000000000003
11622,4735,2024-03-19,Home,109.01,3,E-Wallet,Bali,327.03000000000003
11623,2238,2024-09-19,Clothing,345.17,2,Credit Card,Sumatra,690.34
11624,1833,2024-11-19,Books,187.24,4,Bank Transfer,Kalimantan,748.96
11625,3213,2024-07-24,Sports,122.44,4,E-Wallet,Bali,489.76
11626,4614,2024-07-24,Clothing,348.46,2,Bank Transfer,Bali,696.92
11627,2906,2024-06-24,Electronics,213.59,3,Bank Transfer,Sulawesi,640.77
11628,4303,2024-04-15,Sports,423.77,2,Bank Transfer,Java,847.54
11629,4865,2024-01-30,Books,276.74,4,Bank Transfer,Java,1106.96
11630,2564,2024-07-27,Clothing,486.23,1,E-Wallet,Sulawesi,486.23
11631,2218,2024-12-20,Books,190.35,3,E-Wallet,Java,571.05
11632,1505,2024-04-01,Electronics,144.64,3,E-Wallet,Sulawesi,433.91999999999996
11633,2357,2024-10-23,Books,324.05,3,Bank Transfer,Sumatra,972.1500000000001
11634,4839,2024-01-16,Sports,355.64,4,Credit Card,Sulawesi,1422.56
11635,3840,2024-06-11,Clothing,13.4,1,E-Wallet,Kalimantan,13.4
11636,4375,2024-01-22,Clothing,336.34,1,Bank Transfer,Java,336.34
11637,3880,2024-08-08,Home,94.61,2,Credit Card,Bali,189.22
11638,2460,2024-09-29,Home,479.64,1,Bank Transfer,Sulawesi,479.64
11639,4394,2024-08-12,Books,290.12,2,E-Wallet,Kalimantan,580.24
11640,4573,2024-10-21,Sports,67.69,2,E-Wallet,Java,135.38
11641,3905,2024-10-15,Home,31.1,1,Bank Transfer,Kalimantan,31.1
11642,4985,2024-04-20,Books,440.4,2,Credit Card,Bali,880.8
11643,2416,2024-02-07,Home,426.06,1,Credit Card,Sumatra,426.06
11644,3853,2024-04-24,Sports,219.88,1,Bank Transfer,Java,219.88
11645,4670,2024-08-29,Sports,48.31,4,E-Wallet,Bali,193.24
11646,2172,2024-04-13,Books,198.04,4,Credit Card,Java,792.16
11647,1760,2024-01-17,Electronics,381.46,3,E-Wallet,Sumatra,1144.3799999999999
11648,1832,2024-10-05,Home,332.44,2,E-Wallet,Java,664.88
11649,2428,2024-04-10,Clothing,433.26,1,E-Wallet,Sulawesi,433.26
11650,1282,2024-07-04,Clothing,376.84,4,E-Wallet,Kalimantan,1507.36
11651,4433,2024-06-05,Clothing,168.42,2,Bank Transfer,Kalimantan,336.84
11652,1378,2024-04-10,Sports,173.86,1,Bank Transfer,Java,173.86
11653,1197,2024-10-22,Clothing,325.64,3,Credit Card,Kalimantan,976.92
11654,4062,2024-12-12,Clothing,158.54,1,Bank Transfer,Sumatra,158.54
11655,4071,2024-03-16,Electronics,434.49,3,Credit Card,Java,1303.47
11656,1555,2024-04-14,Clothing,167.21,2,E-Wallet,Java,334.42
11657,1355,2024-07-28,Home,247.02,2,Credit Card,Kalimantan,494.04
11658,2563,2024-02-25,Electronics,26.4,4,Credit Card,Kalimantan,105.6
11659,4500,2024-02-12,Electronics,63.45,1,E-Wallet,Java,63.45
11660,2040,2024-11-04,Home,70.29,2,E-Wallet,Sumatra,140.58
11661,3686,2024-09-23,Electronics,175.34,2,Bank Transfer,Sumatra,350.68
11662,1378,2024-09-17,Electronics,62.73,3,E-Wallet,Kalimantan,188.19
11663,1679,2024-02-22,Books,231.27,3,Bank Transfer,Sulawesi,693.8100000000001
11664,3553,2024-12-06,Sports,138.23,1,Bank Transfer,Java,138.23
11665,2779,2024-01-10,Clothing,139.87,3,Credit Card,Java,419.61
11666,1898,2024-07-15,Clothing,225.52,1,Bank Transfer,Java,225.52
11667,1075,2024-06-06,Books,427.65,3,E-Wallet,Sumatra,1282.9499999999998
11668,1230,2024-11-25,Electronics,382.06,3,Credit Card,Sulawesi,1146.18
11669,2739,2024-04-24,Home,442.44,1,Credit Card,Sulawesi,442.44
11670,1961,2024-07-04,Home,495.14,2,Bank Transfer,Java,990.28
11671,4319,2024-03-22,Sports,10.5,1,Bank Transfer,Bali,10.5
11672,3349,2024-08-23,Books,347.79,3,Bank Transfer,Java,1043.3700000000001
11673,3773,2024-07-18,Clothing,64.32,2,Credit Card,Java,128.64
11674,3262,2024-01-15,Clothing,468.73,3,Bank Transfer,Sumatra,1406.19
11675,4229,2024-12-08,Home,117.29,3,Bank Transfer,Sumatra,351.87
11676,3116,2024-03-12,Books,178.23,3,Bank Transfer,Bali,534.6899999999999
11677,1392,2024-08-14,Books,489.63,1,E-Wallet,Bali,489.63
11678,2108,2024-09-05,Home,434.26,2,E-Wallet,Sulawesi,868.52
11679,1266,2024-09-10,Books,28.37,3,Bank Transfer,Kalimantan,85.11
11680,2092,2024-04-16,Electronics,28.2,4,E-Wallet,Bali,112.8
11681,1610,2024-03-16,Clothing,410.33,2,Credit Card,Kalimantan,820.66
11682,2370,2024-06-26,Electronics,39.83,2,Bank Transfer,Sumatra,79.66
11683,2008,2024-05-27,Electronics,426.61,3,E-Wallet,Bali,1279.83
11684,1961,2024-04-19,Home,462.69,1,Credit Card,Bali,462.69
11685,3775,2024-09-10,Books,16.8,3,E-Wallet,Bali,50.400000000000006
11686,4998,2024-04-05,Home,113.9,4,Credit Card,Kalimantan,455.6
11687,1672,2024-10-10,Home,16.48,3,Bank Transfer,Sumatra,49.44
11688,3470,2024-10-26,Electronics,41.05,2,E-Wallet,Kalimantan,82.1
11689,4677,2024-06-06,Home,269.37,2,Bank Transfer,Java,538.74
11690,4245,2024-01-13,Clothing,366.43,1,Credit Card,Sulawesi,366.43
11691,2700,2024-10-21,Home,242.34,4,Credit Card,Kalimantan,969.36
11692,3162,2024-08-29,Clothing,196.04,4,Credit Card,Kalimantan,784.16
11693,3267,2024-08-23,Home,107.33,1,E-Wallet,Bali,107.33
11694,1030,2024-09-02,Clothing,122.11,2,Credit Card,Sulawesi,244.22
11695,4594,2024-08-28,Home,293.29,3,Credit Card,Java,879.8700000000001
11696,2366,2024-01-05,Electronics,428.6,4,E-Wallet,Sulawesi,1714.4
11697,2400,2024-04-26,Clothing,205.26,2,Credit Card,Sumatra,410.52
11698,2153,2024-11-09,Clothing,470.12,1,Bank Transfer,Sumatra,470.12
11699,1616,2024-12-02,Sports,30.8,4,Bank Transfer,Sulawesi,123.2
11700,1538,2024-06-09,Sports,415.46,2,Bank Transfer,Kalimantan,830.92
11701,3786,2024-10-28,Books,172.65,2,Bank Transfer,Sulawesi,345.3
11702,4073,2024-11-26,Home,435.04,2,E-Wallet,Kalimantan,870.08
11703,1870,2024-02-13,Clothing,460.11,1,Credit Card,Sulawesi,460.11
11704,1100,2024-11-18,Sports,351.7,2,E-Wallet,Sulawesi,703.4
11705,4604,2024-08-31,Clothing,180.75,4,E-Wallet,Kalimantan,723.0
11706,4129,2024-12-31,Electronics,231.18,4,Credit Card,Sulawesi,924.72
11707,2412,2024-10-14,Sports,278.13,4,Credit Card,Sumatra,1112.52
11708,3739,2024-10-16,Electronics,233.73,3,Bank Transfer,Java,701.1899999999999
11709,1940,2024-04-07,Electronics,396.62,4,Bank Transfer,Sulawesi,1586.48
11710,1340,2024-05-01,Sports,386.91,2,E-Wallet,Kalimantan,773.82
11711,3908,2024-10-10,Sports,11.26,3,Credit Card,Sumatra,33.78
11712,2043,2024-05-28,Sports,80.07,4,Credit Card,Sumatra,320.28
11713,4326,2024-02-07,Clothing,184.96,4,E-Wallet,Sulawesi,739.84
11714,4388,2024-03-15,Books,337.85,2,Bank Transfer,Bali,675.7
11715,1037,2024-06-21,Sports,118.7,4,Credit Card,Sumatra,474.8
11716,1659,2024-10-18,Sports,164.78,4,Credit Card,Kalimantan,659.12
11717,3033,2024-04-19,Sports,233.73,2,E-Wallet,Sumatra,467.46
11718,2560,2024-06-23,Home,296.83,1,Credit Card,Bali,296.83
11719,4457,2024-07-23,Electronics,451.39,1,Bank Transfer,Kalimantan,451.39
11720,2656,2024-01-13,Sports,403.29,3,E-Wallet,Bali,1209.8700000000001
11721,3975,2024-06-23,Home,182.81,4,Bank Transfer,Sumatra,731.24
11722,2049,2024-11-01,Clothing,385.15,4,Bank Transfer,Bali,1540.6
11723,1453,2024-11-27,Sports,417.17,2,Bank Transfer,Java,834.34
11724,2704,2024-09-04,Home,263.56,3,Credit Card,Sulawesi,790.6800000000001
11725,2346,2024-01-06,Home,151.54,1,Credit Card,Sulawesi,151.54
11726,3784,2024-07-20,Clothing,471.82,1,E-Wallet,Java,471.82
11727,4584,2024-08-31,Electronics,481.32,4,Credit Card,Bali,1925.28
11728,1818,2024-10-23,Electronics,116.17,2,Bank Transfer,Java,232.34
11729,1772,2024-05-13,Sports,393.61,4,Credit Card,Kalimantan,1574.44
11730,1012,2024-02-09,Clothing,25.67,4,Bank Transfer,Java,102.68
11731,3962,2024-03-07,Electronics,6.18,4,Bank Transfer,Sumatra,24.72
11732,4979,2024-05-28,Books,179.03,1,Credit Card,Kalimantan,179.03
11733,4631,2024-12-29,Electronics,233.96,3,Bank Transfer,Java,701.88
11734,1920,2024-12-21,Home,275.44,2,Credit Card,Java,550.88
11735,1824,2024-12-31,Books,192.24,3,Bank Transfer,Java,576.72
11736,3418,2024-06-13,Home,68.75,1,Bank Transfer,Bali,68.75
11737,2314,2024-07-23,Sports,175.67,1,E-Wallet,Sumatra,175.67
11738,3379,2024-03-18,Books,411.8,1,E-Wallet,Java,411.8
11739,4677,2024-06-25,Books,171.18,4,Credit Card,Bali,684.72
11740,3308,2024-06-09,Home,298.19,1,Credit Card,Sulawesi,298.19
11741,3017,2024-02-03,Clothing,342.03,2,Credit Card,Sumatra,684.06
11742,4861,2024-04-11,Clothing,367.56,2,E-Wallet,Bali,735.12
11743,4942,2024-05-12,Sports,246.55,2,Bank Transfer,Sumatra,493.1
11744,2228,2024-01-01,Books,67.23,2,Credit Card,Bali,134.46
11745,1696,2024-09-20,Sports,450.75,4,E-Wallet,Kalimantan,1803.0
11746,3734,2024-02-04,Home,133.85,3,Credit Card,Java,401.54999999999995
11747,1949,2024-10-16,Clothing,172.78,2,Bank Transfer,Sumatra,345.56
11748,3434,2024-03-01,Clothing,388.02,4,Credit Card,Kalimantan,1552.08
11749,4963,2024-02-27,Electronics,382.94,3,E-Wallet,Java,1148.82
11750,3868,2024-02-04,Sports,448.71,4,Credit Card,Kalimantan,1794.84
11751,3515,2024-08-03,Clothing,21.71,2,Bank Transfer,Sulawesi,43.42
11752,2438,2024-06-12,Clothing,437.88,4,Bank Transfer,Kalimantan,1751.52
11753,1068,2024-10-01,Sports,397.15,2,E-Wallet,Bali,794.3
11754,4543,2024-05-03,Electronics,264.92,4,Credit Card,Kalimantan,1059.68
11755,4175,2024-08-28,Books,83.95,4,E-Wallet,Bali,335.8
11756,2781,2024-09-26,Electronics,274.77,3,Credit Card,Java,824.31
11757,4232,2024-06-18,Books,101.0,3,Credit Card,Sumatra,303.0
11758,3247,2024-04-29,Clothing,482.65,4,E-Wallet,Kalimantan,1930.6
11759,3263,2024-12-27,Electronics,355.86,2,Credit Card,Sumatra,711.72
11760,2969,2024-10-31,Home,300.14,2,E-Wallet,Sumatra,600.28
11761,1211,2024-04-04,Books,407.61,2,E-Wallet,Java,815.22
11762,1507,2024-11-03,Clothing,268.56,1,Bank Transfer,Sulawesi,268.56
11763,3063,2024-04-17,Home,34.83,4,Credit Card,Java,139.32
11764,2521,2024-10-05,Books,133.22,3,E-Wallet,Sulawesi,399.65999999999997
11765,3931,2024-05-30,Electronics,490.94,1,Credit Card,Sumatra,490.94
11766,1331,2024-07-17,Sports,426.15,1,Credit Card,Bali,426.15
11767,3764,2024-11-26,Clothing,464.09,1,Bank Transfer,Java,464.09
11768,4948,2024-09-17,Clothing,53.43,4,Bank Transfer,Bali,213.72
11769,1550,2024-01-03,Clothing,127.76,2,Credit Card,Sulawesi,255.52
11770,2624,2024-05-10,Clothing,36.3,1,E-Wallet,Bali,36.3
11771,1941,2024-04-20,Electronics,411.97,4,Bank Transfer,Sumatra,1647.88
11772,3303,2024-04-11,Clothing,91.08,1,Credit Card,Java,91.08
11773,4039,2024-01-02,Clothing,207.98,4,E-Wallet,Bali,831.92
11774,4837,2024-02-07,Home,138.4,1,Credit Card,Bali,138.4
11775,1727,2024-02-05,Home,465.53,2,E-Wallet,Java,931.06
11776,1879,2024-09-27,Home,306.15,1,E-Wallet,Bali,306.15
11777,3862,2024-05-09,Clothing,400.75,2,Credit Card,Sumatra,801.5
11778,4243,2024-08-12,Books,303.06,1,Bank Transfer,Sumatra,303.06
11779,1648,2024-03-08,Clothing,308.21,4,E-Wallet,Bali,1232.84
11780,1999,2024-04-27,Electronics,194.54,3,Credit Card,Kalimantan,583.62
11781,2521,2024-08-21,Home,123.31,2,Bank Transfer,Sulawesi,246.62
11782,3518,2024-04-28,Sports,177.45,3,Credit Card,Sulawesi,532.3499999999999
11783,4455,2024-03-26,Electronics,150.96,3,Bank Transfer,Sulawesi,452.88
11784,3737,2024-06-01,Clothing,347.16,4,Credit Card,Java,1388.64
11785,2612,2024-08-17,Sports,214.17,1,Credit Card,Bali,214.17
